file_name,dice
case_M_20181106093315_0U62372110682814_1_007_001-1_a1_ayy_image0004.png,0.9043
case_M_20181106093315_0U62372110682814_1_007_001-1_a1_ayy_image0014.png,0.8718
case_M_20181106093315_0U62372110682814_1_007_001-1_a1_ayy_image0024.png,0.9122
case_M_20181106093315_0U62372110682814_1_007_001-1_a2_ayy_image0002.png,0.1553
case_M_20181106093315_0U62372110682814_1_007_001-1_a2_ayy_image0012.png,0.8243
case_M_20181106093315_0U62372110682814_1_007_001-1_a3_ayy_image0004.png,0.9208
case_M_20181106093315_0U62372110682814_1_007_001-1_a3_ayy_image0014.png,0.9198
case_M_20181106093315_0U62372110682814_1_007_001-1_a3_ayy_image0024.png,0.7875
case_M_20181106093315_0U62372110682814_1_007_001-1_a3_ayy_image0034.png,0.0
case_M_20181106093315_0U62372110682814_1_007_001-1_a3_ayy_image0044.png,0.8404
case_M_20181106093315_0U62372110682814_1_007_001-1_a5_ayy_image0001.png,0.8267
case_M_20181106093315_0U62372110682814_1_007_001-1_a5_ayy_image0011.png,0.8373
case_M_20181106093315_0U62372110682814_1_007_001-1_a6_ayy_image0001.png,0.906
case_M_20181106093315_0U62372110682814_1_007_001-1_a6_ayy_image0011.png,0.8633
case_M_20181106093315_0U62372110682814_1_007_001-1_a6_ayy_image0021.png,0.7342
case_M_20181106093315_0U62372110682814_1_007_001-1_a6_ayy_image0031.png,0.8828
case_M_20181106093315_0U62372110682814_1_007_001-1_a6_ayy_image0041.png,0.9233
case_M_20181106093315_0U62372110682814_1_007_001-1_a6_ayy_image0051.png,0.8775
case_M_20181106093315_0U62372110682814_1_007_001-1_a6_ayy_image0061.png,0.8641
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0001.png,0.8988
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0011.png,0.892
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0021.png,0.8865
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0031.png,0.9083
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0041.png,0.7594
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0051.png,0.9529
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0061.png,0.9395
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0071.png,0.9693
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0081.png,0.9191
case_M_20181211093229_0U62367121175028_1_002_002-1_a7_ayy_image0091.png,0.9499
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0003.png,0.9574
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0013.png,0.9707
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0023.png,0.9762
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0033.png,0.966
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0043.png,0.971
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0053.png,0.9765
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0063.png,0.9634
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0073.png,0.9677
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0083.png,0.9631
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0093.png,0.9766
case_M_20181211093229_0U62367121175028_1_002_002-1_a8_ayy_image0103.png,0.9775
case_M_20181211093229_0U62367121175028_1_002_002-1_a9_ayy_image0008.png,0.9115
case_M_20181211093229_0U62367121175028_1_002_002-1_a9_ayy_image0018.png,0.9584
case_M_20181211093229_0U62367121175028_1_002_002-1_a9_ayy_image0028.png,0.9353
case_M_20181211093229_0U62367121175028_1_002_002-1_a9_ayy_image0038.png,0.9206
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0001.png,0.9139
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0011.png,0.8909
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0021.png,0.8396
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0031.png,0.824
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0041.png,0.7707
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0051.png,0.9031
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0061.png,0.9134
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0071.png,0.7242
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0081.png,0.8891
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0091.png,0.8859
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0101.png,0.8433
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0111.png,0.8695
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0121.png,0.8333
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0131.png,0.845
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0141.png,0.9455
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0301.png,0.7749
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0311.png,0.8617
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0321.png,0.7248
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0331.png,0.7026
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0341.png,0.788
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0351.png,0.8033
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0361.png,0.7518
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0371.png,0.7917
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0381.png,0.807
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0391.png,0.7434
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0401.png,0.6609
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0411.png,0.8763
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0421.png,0.7636
case_M_20190112093830_0U62372011292129_1_001_001-1_a1_ayy_image0431.png,0.6837
case_M_20190112093830_0U62372011292129_1_001_001-1_a2_ayy_image0007.png,0.5735
case_M_20190112093830_0U62372011292129_1_001_001-1_a2_ayy_image0017.png,0.6167
case_M_20190112093830_0U62372011292129_1_001_001-1_a2_ayy_image0027.png,0.4624
case_M_20190112093830_0U62372011292129_1_001_001-1_a2_ayy_image0037.png,0.5793
case_M_20190112093830_0U62372011292129_1_001_001-1_a2_ayy_image0047.png,0.5967
case_M_20190112093830_0U62372011292129_1_001_001-1_a2_ayy_image0057.png,0.7783
case_M_20190112093830_0U62372011292129_1_001_001-1_a2_ayy_image0067.png,0.6029
case_M_20190112093830_0U62372011292129_1_001_001-1_a2_ayy_image0077.png,0.6301
case_M_20190112093830_0U62372011292129_1_001_001-1_a2_ayy_image0087.png,0.4633
case_M_20190112093830_0U62372011292129_1_001_001-1_a5_ayy_image0002.png,0.846
case_M_20190112093830_0U62372011292129_1_001_001-1_a5_ayy_image0012.png,0.7596
case_M_20190112093830_0U62372011292129_1_001_001-1_a5_ayy_image0022.png,0.5005
case_M_20190112093830_0U62372011292129_1_001_001-1_a5_ayy_image0032.png,0.7702
case_M_20190112093830_0U62372011292129_1_001_001-1_a5_ayy_image0042.png,0.7894
case_M_20190112093830_0U62372011292129_1_001_001-1_a5_ayy_image0052.png,0.7364
case_M_20190112093830_0U62372011292129_1_001_001-1_a5_ayy_image0062.png,0.5152
case_M_20190112093830_0U62372011292129_1_001_001-1_a5_ayy_image0072.png,0.7797
case_M_20190112093830_0U62372011292129_1_001_001-1_a6_ayy_image0008.png,0.6948
case_M_20190112093830_0U62372011292129_1_001_001-1_a6_ayy_image0018.png,0.8633
case_M_20190112093830_0U62372011292129_1_001_001-1_a6_ayy_image0028.png,0.7733
case_M_20190112093830_0U62372011292129_1_001_001-1_a6_ayy_image0038.png,0.6637
case_M_20190112093830_0U62372011292129_1_001_001-1_a6_ayy_image0048.png,0.5385
case_M_20190112093830_0U62372011292129_1_001_001-1_a6_ayy_image0058.png,0.802
case_M_20190112093830_0U62372011292129_1_001_001-1_a6_ayy_image0068.png,0.7156
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0001.png,0.4515
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0011.png,0.2821
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0021.png,0.267
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0031.png,0.4294
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0041.png,0.3459
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0051.png,0.5266
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0061.png,0.4273
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0071.png,0.7793
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0081.png,0.7345
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0091.png,0.8633
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0101.png,0.826
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0111.png,0.685
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0121.png,0.7134
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0131.png,0.4883
case_M_20190112093830_0U62372011292129_1_001_001-1_a7_ayy_image0141.png,0.3974
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0001.png,0.3873
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0011.png,0.5544
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0021.png,0.8745
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0031.png,0.5888
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0041.png,0.4164
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0051.png,0.5252
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0061.png,0.7601
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0071.png,0.9323
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0081.png,0.9093
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0091.png,0.8728
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0101.png,0.821
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0111.png,0.8908
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0121.png,0.8143
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0131.png,0.827
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0141.png,0.9069
case_M_20190112093830_0U62372011292129_1_001_001-1_a8_ayy_image0151.png,0.7645
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0001.png,0.8391
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0011.png,0.7718
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0021.png,0.7617
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0031.png,0.864
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0041.png,0.884
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0051.png,0.9127
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0061.png,0.9113
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0071.png,0.8774
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0081.png,0.8655
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0091.png,0.8405
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0101.png,0.8405
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0111.png,0.9037
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0121.png,0.9193
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0131.png,0.9228
case_M_20181010094822_0U62363101085921_1_003_001-1_a8_ayy_image0141.png,0.9123
case_M_20181017100226_0U62367101735926_1_007_001-1_a1_ayy_image0001.png,0.8918
case_M_20181017100226_0U62367101735926_1_007_001-1_a1_ayy_image0011.png,0.8072
case_M_20181017100226_0U62367101735926_1_007_001-1_a1_ayy_image0021.png,0.6856
case_M_20181017100226_0U62367101735926_1_007_001-1_a1_ayy_image0031.png,0.6332
case_M_20181017100226_0U62367101735926_1_007_001-1_a1_ayy_image0041.png,0.9269
case_M_20181017100226_0U62367101735926_1_007_001-1_a2_ayy_image0005.png,0.3243
case_M_20181017100226_0U62367101735926_1_007_001-1_a3_ayy_image0009.png,0.5913
case_M_20181017100226_0U62367101735926_1_007_001-1_a3_ayy_image0019.png,0.9496
case_M_20181017100226_0U62367101735926_1_007_001-1_a3_ayy_image0029.png,0.941
case_M_20181017100226_0U62367101735926_1_007_001-1_a3_ayy_image0039.png,0.8818
case_M_20181017100226_0U62367101735926_1_007_001-1_a3_ayy_image0049.png,0.9063
case_M_20181017100226_0U62367101735926_1_007_001-1_a3_ayy_image0059.png,0.7512
case_M_20181017100226_0U62367101735926_1_007_001-1_a4_ayy_image0010.png,0.7737
case_M_20181017100226_0U62367101735926_1_007_001-1_a4_ayy_image0020.png,0.9183
